"","SRR4140278","SRR4140277"
"1985328",0,0
"1985329",0,0
"1985336",0,0
"1985337",0,0
"1985338",0,0
"1985339",0,0
"1985340",0,0
"1985341",0,0
"1985342",0,0
"1985353",0,0
"1985354",0,0
"1985365",0,0
"1985366",0,0
"1985368",0,0
"1985688",0,0
"1985689",0,0
"1985690",0,0
"1985691",0,0
"1985693",0,0
"1985694",0,0
"1985695",0,0
"1985696",0,0
"1985697",0,0
"1985698",0,0
"1985699",0,0
"1985702",0,0
"1985703",0,0
"1985704",0,0
"1985706",0,0
"1985708",0,0
"1985710",0,0
"1985711",0,0
"1985712",0,0
"1985713",0,0
"1985714",0,0
"1985715",0,0
"1985716",0,0
"1985717",0,0
"1985718",0,0
"1985723",0,0
"1985724",0,0
"1985725",0,0
"1985726",0,0
"1985727",0,0
"1985729",0,0
"1985730",0,0
"1985732",0,0
"1985733",0,0
"1985735",0,0
"1985736",0,0
"1985737",0,0
"1985738",0,0
"1985739",0,0
"1985740",0,0
"198589",0,0
"1985968",0,0
"198599",0,0
"1986015",0,0
"1986017",0,0
"1986018",0,0
"1986019",0,0
"1986020",0,0
"1986023",0,0
"1986024",0,0
"1986027",0,0
"1986029",0,0
"1986112",0,0
"1986113",0,0
"1986118",0,0
"1986538",0,0
"1986950",0,0
"1986958",0,0
"1986960",0,0
"1987013",0,0
"1987017",0,0
"1987018",0,0
"1987019",0,0
"1987123",0,0
"1987124",0,0
"1987125",0,0
"1987126",0,0
"1987128",0,0
"1987129",0,0
"1987130",0,0
"1987146",0,0
"1987148",0,0
"1987149",0,0
"1987150",0,0
"1987152",0,0
"1987153",0,0
"1987154",0,0
"1987155",0,0
"1987156",0,0
"1987157",0,0
"1987158",0,0
"1987360",0,0
"1987403",0,0
"1987500",0,0
"1987728",0,0
"1987938",0,0
"1987940",0,0
"1987942",0,0
"1987987",0,0
"1987988",0,0
"1987989",0,0
"1987993",0,0
"1987994",0,0
"1993631",0,0
"1993639",0,0
"1993647",0,0
"1993649",0,0
"1993651",0,0
"1993652",0,0
"1993860",0,0
"1993861",0,0
"1993871",0,0
"1993876",0,0
"1993882",0,0
"1993883",0,0
"1993884",0,0
"1993885",0,0
"1993886",0,0
"1993888",0,0
"1993889",0,0
"1993907",0,0
"199587",0,0
"2003120",0,0
"2003308",0,0
"2003327",0,0
"2003391",0,0
"2003498",0,0
"2003499",0,0
"2003505",0,0
"2003506",0,0
"2003649",0,0
"2003650",0,0
"2003651",0,0
"2003652",0,0
"2003672",0,0
"2003673",0,0
"2003678",0,0
"2003680",0,0
"2004415",0,0
"2004457",0,0
"2004460",0,0
"2005044",0,0
"2005055",0,0
"2005463",0,0
"2005469",0,0
"2005519",0,0
"2005525",0,0
"2005691",0,0
"2005692",0,0
"2005693",0,0
"2005694",0,0
"2005695",0,0
"2005696",0,0
"2005700",0,0
"2005701",0,0
"2005702",0,0
"2006133",0,0
"2006135",0,0
"2006136",0,0
"2006137",0,0
"2006138",0,0
"2006145",0,0
"2006158",0,0
"2006169",0,0
"2006170",0,0
"2006171",0,0
"2006172",0,0
"2006173",0,0
"2006175",0,0
"2006177",0,0
"2006178",0,0
"2006179",0,0
"2006180",0,0
"2006394",0,0
"2006498",0,0
"2006642",0,0
"200667",0,0
"2006928",0,0
"2007196",0,0
"2010268",0,0
"2010269",0,0
"2010273",0,0
"2010275",0,0
"2010278",0,0
"2010279",0,0
"2010280",0,0
"2010281",0,0
"2010316",0,0
"2010317",0,0
"2010319",0,0
"2010321",0,0
"2010323",0,0
"2010326",0,0
"2010327",0,0
"2010331",0,0
"2010333",0,0
"2011075",0,0
"2011077",0,0
"2011078",0,0
"2011080",0,0
"2011081",0,0
"2011082",0,0
"2011088",0,0
"2012856",0,0
"2012857",0,0
"2013564",0,0
"2013968",0,0
"2014434",0,0
"2014542",0,0
"201490",0,0
"2015361",0,0
"2015372",0,0
"2015374",0,0
"2015375",0,0
"2015376",0,0
"2015816",0,0
"2015864",0,0
"2016034",0,0
"2016426",0,0
"2016448",0,0
"2016456",0,0
"2016457",0,0
"2016460",0,0
"2016461",0,0
"2016467",0,0
"2016468",0,0
"2016517",0,0
"2017081",0,0
"2017082",0,0
"2017083",0,0
"2017714",0,0
"2017716",0,0
"2018312",0,0
"2018313",0,0
"201847",0,0
"2018471",0,0
"2018500",0,0
"2018501",0,0
"2018502",0,0
"2018503",0,0
"201862",0,0
"2018685",0,0
"2019445",0,0
"2020286",0,0
"2020287",0,0
"2020881",0,0
"2021212",0,0
"2021666",0,0
"2021667",0,0
"2021738",0,0
"2022475",0,0
"2022656",0,0
"2022738",0,0
"2022739",0,0
"2023155",0,0
"2024214",0,0
"2024263",0,0
"2024274",0,0
"2024275",0,0
"2024277",0,0
"2024279",0,0
"2024611",0,0
"2024724",0,0
"2024975",0,0
"2025079",0,0
"2025333",0,0
"2025338",0,0
"2025339",0,0
"2025360",0,0
"2025388",0,0
"2025396",0,0
"2025397",0,0
"2025398",0,0
"2025595",0,0
"2025876",0,0
"2026195",0,0
"2026248",0,0
"2026601",0,0
"2027243",0,0
"2027645",0,0
"2029303",0,0
"2029304",0,0
"2029305",0,0
"2029771",0,0
"2030126",0,0
"2030909",0,0
"2030954",0,0
"2030964",0,0
"2031165",0,0
"2031166",0,0
"2031200",0,0
"203168",0,0
"2032563",0,0
"2032573",0,0
"2032989",0,0
"2033437",0,0
"2034156",0,0
"2034157",0,0
"2034343",0,0
"2034996",0,0
"2035708",0,0
"2038470",0,0
"2038729",0,0
"2039267",0,0
"204050",0,0
"2040624",0,0
"2040655",0,0
"2040656",0,0
"2040657",0,0
"2040658",0,0
"2040662",0,0
"2040663",0,0
"204090",0,0
"2041419",0,0
"2041496",0,0
"2041504",0,0
"2041505",0,0
"2041859",0,0
"2042206",0,0
"204269",0,0
"2043550",0,0
"2044610",0,0
"2045011",0,0
"2045186",0,0
"2045345",0,0
"2045504",0,0
"2047761",0,0
"2047765",0,0
"2047786",0,0
"2047832",0,0
"204873",0,0
"204933",0,0
"2049444",0,0
"204987",0,0
"2049887",0,0
"2049888",0,0
"2049892",0,0
"2049893",0,0
"2049933",0,0
"2049937",0,0
"2049938",0,0
"2050018",0,0
"2050019",0,0
"2050020",0,0
"2050021",0,0
"2050037",0,0
"2050039",0,0
"2050971",0,0
"2050976",0,0
"2052157",0,0
"2052561",0,0
"2052563",0,0
"2052657",0,0
"2052899",0,0
"2053079",0,0
"2053080",0,0
"2053697",0,0
"2054179",0,0
"2054611",0,0
"2054920",0,0
"2055262",0,0
"2055263",0,0
"2056161",0,0
"2056194",0,0
"2056385",0,0
"2056780",0,0
"2056878",0,0
"2056880",0,0
"2056881",0,0
"2056882",0,0
"2056886",0,0
"2057198",0,0
"2057942",0,0
"2058093",0,0
"2058097",0,0
"2058298",0,0
"2058317",0,0
"2058318",0,0
"2058320",0,0
"2058322",0,0
"2058328",0,0
"2058396",0,0
"2058620",0,0
"205868",0,0
"205875",0,0
"205876",0,0
"2058884",0,0
"205895",0,0
"205896",0,0
"205899",0,0
"205908",0,0
"205910",0,0
"2059380",0,0
"2059867",0,0
"2060093",0,0
"2060112",0,0
"2060142",0,0
"2060511",0,0
"2060778",0,0
"206392",0,0
"2065033",0,0
"2065202",0,0
"2065211",0,0
"2065797",0,0
"2069319",0,0
"2069320",0,0
"2069321",0,0
"2069322",0,0
"2069323",0,0
"2069324",0,0
"2069325",0,0
"2069326",0,0
"2069327",0,0
"2069608",0,0
"2069609",0,0
"2070152",0,0
"2070199",0,0
"207240",0,0
"2073044",0,0
"2073163",0,0
"207343",0,0
"2074132",0,0
"2077299",0,0
"2077300",0,0
"2077302",0,0
"2077303",0,0
"2077304",0,0
"2077305",0,0
"2077306",0,0
"2077307",0,0
"207809",0,0
"2079148",0,0
"2079458",0,0
"2079465",0,0
"2079554",0,0
"2080107",0,0
"2080823",0,0
"208215",0,0
"2082585",0,0
"2082586",0,0
"2082658",0,0
"2083181",0,0
"2083182",0,0
"2083198",0,0
"2083199",0,0
"2083207",0,0
"2083275",0,0
"2083445",0,0
"2093224",0,0
"2093273",0,0
"2093274",0,0
"2093276",0,0
"2093496",0,0
"2093789",0,0
"2094023",0,0
"2094187",0,0
"2094259",0,0
"2094260",0,0
"2094261",0,0
"2094282",0,0
"2094713",0,0
"2094720",0,0
"2094736",0,0
"2099352",0,0
"2099521",0,0
"2099567",0,0
"2100421",0,0
"2100760",0,0
"2108109",0,0
"2108111",0,0
"2108200",0,0
"2108201",0,0
"2108204",0,0
"2108205",0,0
"210827",0,0
"2108549",0,0
"2108552",0,0
"2109380",0,0
"2109686",0,0
"211595",0,0
"2116174",0,0
"2116176",0,0
"2116179",0,0
"2116182",0,0
"2116188",0,0
"2116189",0,0
"2116195",0,0
"2116198",0,0
"2116201",0,0
"2116202",0,0
"2116207",0,0
"2116210",0,0
"2116363",0,0
"2116384",0,0
"2116599",0,0
"2116702",0,0
"2116706",0,0
"211977",0,0
"2122733",0,0
"2126099",0,0
"2126928",0,0
"2129",0,0
"213034",0,0
"213465",0,0
"2136037",0,0
"2136038",0,0
"213633",0,0
"2137352",0,0
"2137354",0,0
"2137541",0,0
"2137542",0,0
"2137544",0,0
"2137546",0,0
"213769",0,0
"213775",0,0
"2137858",0,0
"2138326",0,0
"2144",0,0
"214439",0,0
"215167",0,0
"2152567",0,0
"2152923",0,0
"2155",0,0
"2158",0,0
"2161803",0,0
"2161807",0,0
"2161809",0,0
"2161875",0,0
"2161876",0,0
"2161878",0,0
"2162637",0,0
"2162642",0,0
"2163422",0,0
"216371",0,0
"2163965",0,0
"2163996",0,0
"2164061",0,0
"2164100",0,0
"216614",0,0
"216933",0,0
"2169534",0,0
"2169571",0,0
"2169607",0,0
"2169621",0,0
"2169622",0,0
"2169623",0,0
"2169624",0,0
"2169625",0,0
"2169643",0,0
"2169647",0,0
"2169653",0,0
"2169663",0,0
"2169666",0,0
"2169668",0,0
"2169669",0,0
"2169685",0,0
"2169687",0,0
"2169690",0,0
"2169692",0,0
"2169693",0,0
"2169699",0,0
"2169701",0,0
"2169705",0,0
"2169706",0,0
"2169708",0,0
"2169709",0,0
"2169721",0,0
"2169722",0,0
"2169723",0,0
"2169725",0,0
"2169730",0,0
"2169734",0,0
"2169735",0,0
"2169738",0,0
"2169739",0,0
"2169740",0,0
"2169741",0,0
"2169742",0,0
"2169744",0,0
"2169747",0,0
"2169757",0,0
"2169760",0,0
"2169775",0,0
"2169798",0,0
"2169801",0,0
"2169802",0,0
"2169803",0,0
"2169807",0,0
"2169808",0,0
"2169809",0,0
"2169810",0,0
"2169811",0,0
"2169814",0,0
"2169824",0,0
"2169825",0,0
"2169827",0,0
"2169829",0,0
"2169834",0,0
"2169843",0,0
"2169853",0,0
"2169854",0,0
"2169857",0,0
"2169858",0,0
"2169859",0,0
"2169860",0,0
"2169861",0,0
"2169862",0,0
"2169864",0,0
"2169865",0,0
"2169866",0,0
"2169867",0,0
"2169868",0,0
"2169870",0,0
"2169871",0,0
"2169872",0,0
"2169873",0,0
"2169876",0,0
"2169877",0,0
"2169878",0,0
"2169879",0,0
"2169880",0,0
"2169881",0,0
"2169884",0,0
"2169885",0,0
"2169886",0,0
"2169893",0,0
"2169894",0,0
"2169902",0,0
"2169904",0,0
"2169905",0,0
"2169918",0,0
"2169919",0,0
"2169920",0,0
"2169922",0,0
"2169925",0,0
"2169926",0,0
"2169936",0,0
"2169937",0,0
"2169960",0,0
"2169961",0,0
"2169965",0,0
"2169966",0,0
"2169970",0,0
"2169971",0,0
"2169973",0,0
"2169974",0,0
"2169975",0,0
"2169976",0,0
"2169978",0,0
"2169979",0,0
"2169980",0,0
"2169981",0,0
"2169991",0,0
"2170000",0,0
"2170001",0,0
"2170002",0,0
"2170003",0,0
"2170004",0,0
"2170005",0,0
"2170006",0,0
"2170007",0,0
"2170008",0,0
"2170030",0,0
"2170041",0,0
"2170042",0,0
"2170044",0,0
"2170045",0,0
"2170046",0,0
"2170047",0,0
"2170049",0,0
"2170050",0,0
"2170052",0,0
"2170053",0,0
"2170064",0,0
"2170098",0,0
"2170100",0,0
"2170101",0,0
"2170103",0,0
"2170105",0,0
"2170106",0,0
"2170108",0,0
"2170109",0,0
"2170110",0,0
"2170114",0,0
"2170115",0,0
"2170119",0,0
"2170121",0,0
"2170123",0,0
"2170124",0,0
"2170126",0,0
"2170132",0,0
"2170135",0,0
"2170139",0,0
"2170170",0,0
"2170171",0,0
"2170172",0,0
"2170173",0,0
"2170191",0,0
"2170193",0,0
"2170194",0,0
"2170195",0,0
"2170197",0,0
"2170198",0,0
"2170199",0,0
"2170200",0,0
"2170201",0,0
"2170203",0,0
"2170204",0,0
"2170205",0,0
"2170206",0,0
"2170215",0,0
"2170216",0,0
"2170217",0,0
"2170221",0,0
"2170222",0,0
"2170224",0,0
"2170233",0,0
"2170234",0,0
"2170235",0,0
"2170237",0,0
"2170240",0,0
"2170246",0,0
"2170247",0,0
"2170248",0,0
"2170250",0,0
"2170251",0,0
"2170255",0,0
"2170256",0,0
"2170403",0,0
"2170408",0,0
"2170423",0,0
"2171499",0,0
"2172548",0,0
"2174902",0,0
"2174956",0,0
"2175117",0,0
"2175118",0,0
"2175329",0,0
"217615",0,0
"217686",0,0
"218111",0,0
"2182344",0,0
"2182585",0,0
"2183",0,0
"2184",0,0
"2184051",0,0
"2184399",0,0
"2184469",0,0
"2185086",0,0
"2185281",0,0
"218667",0,0
"218849",0,0
"218923",0,0
"219174",0,0
"219299",0,0
"219584",0,0
"219596",0,0
"219744",0,0
"219745",0,0
"2198",0,0
"2200716",0,0
"2200830",0,0
"2200955",0,0
"2201042",0,0
"2202146",0,0
"2202225",0,0
"2202565",0,0
"2202647",0,0
"220340",0,0
"2204155",0,0
"220608",0,0
"220812",0,0
"221036",0,0
"221054",0,0
"2211641",0,0
"2212477",0,0
"221262",0,0
"2212850",0,0
"2213167",0,0
"2213168",0,0
"2217825",0,0
"2217830",0,0
"2218594",0,0
"2218617",0,0
"2218619",0,0
"2219092",0,0
"2219118",0,0
"2219120",0,0
"2219133",0,0
"2219134",0,0
"2219137",0,0
"2219138",0,0
"2219139",0,0
"2219141",0,0
"2219143",0,0
"2219217",0,0
"2220",0,0
"2220002",0,0
"2220003",0,0
"222079",0,0
"222450",0,0
"222474",0,0
"2225",0,0
"222557",0,0
"222645",0,0
"2231056",0,0
"2231334",0,0
"2231706",0,0
"223252",0,0
"223260",0,0
"223262",0,0
"223264",0,0
"223282",0,0
"223284",0,0
"223287",0,0
"2233",0,0
"223301",0,0
"223303",0,0
"223305",0,0
"223307",0,0
"223308",0,0
"223313",0,0
"223314",0,0
"223316",0,0
"223317",0,0
"223321",0,0
"223323",0,0
"223324",0,0
"223332",0,0
"223337",0,0
"223342",0,0
"223344",0,0
"223345",0,0
"223346",0,0
"223347",0,0
"223352",0,0
"223356",0,0
"223358",0,0
"2234086",0,0
"2234092",0,0
"224578",0,0
"2248",0,0
"2250219",0,0
"2250389",0,0
"2250412",0,0
"2250452",0,0
"2250469",0,0
"2259335",0,0
"2259792",0,0
"2260",0,0
"226584",0,0
"226613",0,0
"2267265",0,0
"2267679",0,0
"2268125",0,0
"2268743",0,0
"2273",0,0
"227507",0,0
"2282173",0,0
"2282206",0,0
"2282485",0,0
"2282642",0,0
"2282643",0,0
"2282644",0,0
"2282645",0,0
"2282646",0,0
"2283027",0,0
"2283028",0,0
"2283236",0,0
"2283388",0,0
"2283800",0,0
"228578",0,0
"228582",0,0
"228897",0,0
"229030",0,0
"2292426",0,0
"2292651",0,0
"2293277",0,0
"2293280",0,0
"2293285",0,0
"2293289",0,0
"2293290",0,0
"2293291",0,0
"2293292",0,0
"2293294",0,0
"2293295",0,0
"2293296",0,0
"2293298",0,0
"2293300",0,0
"2293304",0,0
"2293305",0,0
"2293309",0,0
"2293310",0,0
"2293720",0,0
"2294149",0,0
"2294150",0,0
"2294151",0,0
"2294152",0,0
"2294156",0,0
"229545",0,0
"230158",0,0
"2301635",0,0
"2301693",0,0
"2301720",0,0
"2301721",0,0
"2301722",0,0
"2301732",0,0
"2302",0,0
"2303160",0,0
"2303411",0,0
"2303507",0,0
"2304056",0,0
"2304463",0,0
"2304477",0,0
"2304480",0,0
"2304505",0,0
"2304510",0,0
"2304516",0,0
"2304617",0,0
"2304618",0,0
"2304619",0,0
"2304620",0,0
"2304647",0,0
"2305250",0,0
"2305257",0,0
"2305465",0,0
"2306623",0,0
"2306727",0,0
"2306813",0,0
"230871",0,0
"231374",0,0
"2315478",0,0
"2315627",0,0
"2315724",0,0
"2315803",0,0
"2315806",0,0
"2315807",0,0
"2315809",0,0
"2315813",0,0
"2316",0,0
"2316740",0,0
"2320184",0,0
"2320522",0,0
"2320870",0,0
"2321115",0,0
"2321187",0,0
"232237",0,0
"232380",0,0
"232800",0,0
"233051",0,0
"233067",0,0
"2338394",0,0
"2338395",0,0
"233894",0,0
"2340808",0,0
"235201",0,0
"235266",0,0
"2358449",0,0
"2364201",0,0
"2364202",0,0
"2364281",0,0
"2364291",0,0
"2364644",0,0
"2364645",0,0
"2364646",0,0
"2365005",0,0
"2365010",0,0
"2365012",0,0
"2365015",0,0
"2365016",0,0
"2365017",0,0
"2365021",0,0
"2365026",0,0
"2365027",0,0
"2365028",0,0
"2365030",0,0
"2365031",0,0
"2365032",0,0
"2365037",0,0
"2365038",0,0
"2365039",0,0
"2365041",0,0
"2365042",0,0
"2365043",0,0
"2365044",0,0
"2365045",0,0
"2365048",0,0
"2365051",0,0
"2365055",0,0
"2365056",0,0
"237020",0,0
"237716",0,0
"2382122",0,0
"2382163",0,0
"239",0,0
"239365",0,0
"240865",0,0
"241651",0,0
"2419628",0,0
"2419630",0,0
"2419631",0,0
"2419632",0,0
"2419635",0,0
"2419636",0,0
"2419638",0,0
"2419640",0,0
"2419649",0,0
"2419660",0,0
"2419666",0,0
"2419667",0,0
"2419747",0,0
"2419748",0,0
"2419804",0,0
"2419805",0,0
"2419940",0,0
"2419945",0,0
"2419964",0,0
"2419968",0,0
"2420308",0,0
"2420309",0,0
"2420310",0,0
"243550",0,0
"243563",0,0
"244050",0,0
"245685",0,0
"246144",0,0
"246280",0,0
"2468",0,0
"2474",0,0
"2479372",0,0
"2480172",0,0
"2480175",0,0
"2480177",0,0
"2480178",0,0
"2480179",0,0
"2480188",0,0
"2480193",0,0
"2483307",0,0
"2483609",0,0
"2483661",0,0
"2483673",0,0
"2483878",0,0
"2486070",0,0
"2486281",0,0
"2486665",0,0
"2488595",0,0
"2488596",0,0
"2488957",0,0
"2490812",0,0
"2490814",0,0
"2490815",0,0
"2490816",0,0
"2490817",0,0
"2491019",0,0
"249184",0,0
"2492447",0,0
"2492466",0,0
"2492468",0,0
"2493107",0,0
"2493108",0,0
"2493109",0,0
"2494552",0,0
"2495532",0,0
"249583",0,0
"249584",0,0
"2496634",0,0
"2499159",0,0
"2499242",0,0
"2499618",0,0
"2499620",0,0
"2499621",0,0
"2499622",0,0
"2499625",0,0
"2499677",0,0
"2499678",0,0
"2499680",0,0
"2499685",0,0
"2499930",0,0
"2499932",0,0
"2500166",0,0
"2500560",0,0
"2501271",0,0
"2501272",0,0
"2501923",0,0
"2501925",0,0
"2501926",0,0
"2501927",0,0
"2501928",0,0
"2501929",0,0
"2501933",0,0
"2501934",0,0
"2501935",0,0
"2501936",0,0
"2501937",0,0
"2501938",0,0
"2501942",0,0
"2501943",0,0
"2501944",0,0
"2501945",0,0
"2501946",0,0
"2501947",0,0
"2501948",0,0
"2501950",0,0
"2501954",0,0
"2501955",0,0
"2501956",0,0
"2501957",0,0
"2501958",0,0
"2501960",0,0
"2501961",0,0
"2501962",0,0
"2501964",0,0
"2501965",0,0
"2501966",0,0
"2501969",0,0
"2501999",0,0
"2502000",0,0
"2507290",0,0
"2507301",0,0
"2507303",0,0
"2507320",0,0
"2507498",0,0
"2507499",0,0
"2507500",0,0
"2507501",0,0
"2507502",0,0
"2507503",0,0
"2507504",0,0
"2507505",0,0
"2507689",0,0
"2508185",0,0
"2508186",0,0
"2508187",0,0
"2508203",0,0
"2508226",0,0
"2508233",0,0
"2508235",0,0
"2508237",0,0
"2508252",0,0
"2508254",0,0
"2508255",0,0
"2508259",0,0
"2509152",0,0
"2509266",0,0
"2509286",0,0
"2509379",0,0
"2509380",0,0
"2509381",0,0
"2509382",0,0
"2509383",0,0
"2509395",0,0
"2509586",0,0
"2509664",0,0
"2509728",0,0
"2509729",0,0
"2509748",0,0
"2509750",0,0
"2509764",0,0
"2509781",0,0
"2509785",0,0
"2510428",0,0
"2510494",0,0
"2517212",0,0
"2518008",0,0
"2518373",0,0
"2528965",0,0
"2529121",0,0
"2530028",0,0
"2530161",0,0
"2530391",0,0
"2530392",0,0
"253700",0,0
"253701",0,0
"253702",0,0
"2544873",0,0
"2544984",0,0
"2546034",0,0
"2547312",0,0
"2547432",0,0
"2547964",0,0
"255066",0,0
"255238",0,0
"255255",0,0
"2557875",0,0
"2557970",0,0
"2558055",0,0
"2558066",0,0
"2558458",0,0
"2560065",0,0
"2560086",0,0
"2560092",0,0
"2560094",0,0
"2560096",0,0
"2560099",0,0
"2560102",0,0
"2560124",0,0
"2560128",0,0
"2560131",0,0
"2560132",0,0
"2560133",0,0
"2560141",0,0
"2560144",0,0
"2560145",0,0
"2560149",0,0
"2560153",0,0
"2560154",0,0
"2560158",0,0
"2560160",0,0
"2560172",0,0
"2560176",0,0
"2560189",0,0
"2560196",0,0
"2560197",0,0
"2560202",0,0
"2560210",0,0
"2560226",0,0
"2560233",0,0
"2560238",0,0
"2560245",0,0
"2560248",0,0
"2560255",0,0
"2560256",0,0
"2560259",0,0
"2560260",0,0
"2560262",0,0
"2560263",0,0
"2560264",0,0
"2560266",0,0
"2560267",0,0
"2560268",0,0
"2560272",0,0
"2560273",0,0
"2560274",0,0
"2560275",0,0
"2560276",0,0
"2560279",0,0
"2560280",0,0
"2560281",0,0
"2560282",0,0
"2560283",0,0
"2560284",0,0
"2560285",0,0
"2560287",0,0
"2560288",0,0
"2560289",0,0
"2560290",0,0
"2560291",0,0
"2560292",0,0
"2560293",0,0
"2560294",0,0
"2560296",0,0
"2560297",0,0
"2560300",0,0
"2560304",0,0
"2560306",0,0
"2560307",0,0
"2560308",0,0
"2560309",0,0
"2560329",0,0
"2560330",0,0
"2560331",0,0
"2560333",0,0
"2560336",0,0
"2560337",0,0
"2560340",0,0
"2560343",0,0
"2560350",0,0
"2560353",0,0
"2560354",0,0
"2560355",0,0
"2560356",0,0
"2560366",0,0
"2560367",0,0
"2560370",0,0
"2560376",0,0
"2560377",0,0
"2560379",0,0
"2560381",0,0
"2560383",0,0
"2560384",0,0
"2560386",0,0
"2560387",0,0
"2560389",0,0
"2560390",0,0
"2560392",0,0
"2560393",0,0
"2560394",0,0
"2560397",0,0
"2560398",0,0
"2560399",0,0
"2560405",0,0
"2560406",0,0
"2560414",0,0
"2560415",0,0
"2560416",0,0
"2560417",0,0
"2560418",0,0
"2560419",0,0
"2560420",0,0
"2560421",0,0
"2560422",0,0
"2560423",0,0
"2560424",0,0
"2560425",0,0
"2560426",0,0
"2560427",0,0
"2560428",0,0
"2560429",0,0
"2560430",0,0
"2560431",0,0
"2560432",0,0
"2560433",0,0
"2560435",0,0
"2560437",0,0
"2560438",0,0
"2560439",0,0
"2560440",0,0
"2560442",0,0
"2560443",0,0
"2560444",0,0
"2560445",0,0
"2560446",0,0
"2560447",0,0
"2560448",0,0
"2560449",0,0
"2560451",0,0
"2560452",0,0
"2560453",0,0
"2560454",0,0
"2560455",0,0
"2560456",0,0
"2560460",0,0
"2560462",0,0
"2560463",0,0
"2560464",0,0
"2560466",0,0
"2560469",0,0
"2560470",0,0
"2560471",0,0
"2560472",0,0
"2560473",0,0
"2560474",0,0
"2560475",0,0
"2560476",0,0
"2560478",0,0
"2560479",0,0
"2560482",0,0
"2560488",0,0
"2560496",0,0
"2560498",0,0
"2560504",0,0
"2560508",0,0
"2560510",0,0
"2560511",0,0
"2560512",0,0
"2560513",0,0
"2560515",0,0
"2560530",0,0
"2560531",0,0
"2560534",0,0
"2560535",0,0
"2560539",0,0
"2560540",0,0
"2560541",0,0
"2560542",0,0
"2560543",0,0
"2560544",0,0
"2560546",0,0
"2560548",0,0
"2560551",0,0
"2560552",0,0
"2560553",0,0
"2560554",0,0
"2560555",0,0
"2560557",0,0
"2560560",0,0
"2560561",0,0
"2560574",0,0
"2560578",0,0
"2560579",0,0
"2560591",0,0
"2560593",0,0
"2560597",0,0
"2560598",0,0
"2560604",0,0
"2560607",0,0
"2560612",0,0
"2560615",0,0
"2560619",0,0
"2560620",0,0
"2560621",0,0
"2560622",0,0
"2560623",0,0
"2560628",0,0
"2560629",0,0
"2560630",0,0
"2560631",0,0
"2560632",0,0
"2560633",0,0
"2560634",0,0
"2560636",0,0
"2560640",0,0
"2560644",0,0
"2560648",0,0
"2560649",0,0
"2560651",0,0
"2560652",0,0
"2560653",0,0
"2560654",0,0
"2560655",0,0
"2560656",0,0
"2560658",0,0
"2560660",0,0
"2560661",0,0
"2560662",0,0
"2560664",0,0
"2560665",0,0
"2560666",0,0
"2560667",0,0
"2560668",0,0
"2560669",0,0
"2560670",0,0
"2560672",0,0
"2560673",0,0
"2560674",0,0
"2560677",0,0
"2560678",0,0
"2560682",0,0
"2560683",0,0
"2560684",0,0
"2560685",0,0
"2560687",0,0
"2560690",0,0
"2560692",0,0
"2560695",0,0
"2560697",0,0
"2560699",0,0
"2560701",0,0
"2560702",0,0
"2560703",0,0
"2560704",0,0
"2560706",0,0
"2560721",0,0
"2560722",0,0
"2560724",0,0
"2560725",0,0
"2560727",0,0
"2560729",0,0
"2560731",0,0
"2560732",0,0
"2560733",0,0
"2560734",0,0
"2560735",0,0
"2560736",0,0
"2560738",0,0
"2560739",0,0
"2560740",0,0
"2560744",0,0
"2560745",0,0
"2560747",0,0
"2560748",0,0
"2560752",0,0
"2560753",0,0
"2560755",0,0
"2560756",0,0
"2560757",0,0
"2560758",0,0
"2560759",0,0
"2560760",0,0
"2560761",0,0
"2560762",0,0
"2560763",0,0
"2560765",0,0
"2560774",0,0
"2560775",0,0
"2560781",0,0
"2560788",0,0
"2560789",0,0
"2560790",0,0
"2560804",0,0
"2560809",0,0
"2560811",0,0
"2560812",0,0
"2560814",0,0
"2560822",0,0
"2560831",0,0
"2560834",0,0
"2560836",0,0
"2560839",0,0
"2560843",0,0
"2560845",0,0
"2562174",0,0
"2562181",0,0
"2562463",0,0
"2562518",0,0
"2562807",0,0
"256325",0,0
"2563665",0,0
"2563666",0,0
"2563667",0,0
"2563670",0,0
"2563671",0,0
"2565304",0,0
"2565557",0,0
"2565560",0,0
"2565561",0,0
"2565596",0,0
"2569569",0,0
"2569586",0,0
"2571",0,0
"2571156",0,0
"2571287",0,0
"2572050",0,0
"2572065",0,0
"2572069",0,0
"2572074",0,0
"2572082",0,0
"2572083",0,0
"2572084",0,0
"2572085",0,0
"2572529",0,0
"2575",0,0
"2575328",0,0
"2575355",0,0
"2575832",0,0
"2576606",0,0
"2576759",0,0
"2576763",0,0
"2576871",0,0
"257758",0,0
"2578114",0,0
"257816",0,0
"2580409",0,0
"2582827",0,0
"2582830",0,0
"2583530",0,0
"2583584",0,0
"2583589",0,0
"2583590",0,0
"2583591",0,0
"2583593",0,0
"2583631",0,0
"2586199",0,0
"2586645",0,0
"2587225",0,0
"2587564",0,0
"2587565",0,0
"2587857",0,0
"2587859",0,0
"2587860",0,0
"2587864",0,0
"2587866",0,0
"2587867",0,0
"2589659",0,0
"2589991",0,0
"2589992",0,0
"2590931",0,0
"2591025",0,0
"2591110",0,0
"2591209",0,0
"2591379",0,0
"2591406",0,0
"2591635",0,0
"2591696",0,0
"2592163",0,0
"2592193",0,0
"2592216",0,0
